ISO.Code,Country.Name,Indicator,Shortind,Sex,Year,Median,Lower,Upper
KEN,Kenya,Stillbirth rate,SBR,Total,2021.5,18.52858926,17.35314751,19.90402656
KGZ,Kyrgyzstan,Stillbirth rate,SBR,Total,2021.5,6.413460671,5.378136872,7.662985856
KHM,Cambodia,Stillbirth rate,SBR,Total,2021.5,11.41140174,6.86071745,18.99690198
KIR,Kiribati,Stillbirth rate,SBR,Total,2021.5,14.11701181,8.358890462,23.83787777
KNA,Saint Kitts and Nevis,Stillbirth rate,SBR,Total,2021.5,7.80665238,4.734055598,12.86496536
KOR,Republic of Korea,Stillbirth rate,SBR,Total,2021.5,1.743800522,1.615146061,1.881500003
KWT,Kuwait,Stillbirth rate,SBR,Total,2021.5,5.416381594,3.210154363,8.929987843
LAO,Lao People's Democratic Republic,Stillbirth rate,SBR,Total,2021.5,16.0651949,10.1083087,25.57280463
LBN,Lebanon,Stillbirth rate,SBR,Total,2021.5,5.943482683,3.51125331,9.97033049
LBR,Liberia,Stillbirth rate,SBR,Total,2021.5,22.86209682,13.6639014,37.78379135
LBY,Libya,Stillbirth rate,SBR,Total,2021.5,6.841747892,3.99370201,11.5638676
LCA,Saint Lucia,Stillbirth rate,SBR,Total,2021.5,11.22475466,8.625586241,14.50769292
LKA,Sri Lanka,Stillbirth rate,SBR,Total,2021.5,6.007471573,5.560710033,6.471482119
LSO,Lesotho,Stillbirth rate,SBR,Total,2021.5,26.65838982,18.09469271,39.24513452
LTU,Lithuania,Stillbirth rate,SBR,Total,2021.5,2.565021554,2.222730109,2.948303413
LUX,Luxembourg,Stillbirth rate,SBR,Total,2021.5,3.610880539,2.843332186,4.583868088
LVA,Latvia,Stillbirth rate,SBR,Total,2021.5,3.401813063,2.965674122,3.934231542
MAR,Morocco,Stillbirth rate,SBR,Total,2021.5,13.22335485,9.286334199,18.87614967
MCO,Monaco,Stillbirth rate,SBR,Total,2021.5,1.556814108,0.888216769,2.700562507
MDA,Republic of Moldova,Stillbirth rate,SBR,Total,2021.5,6.976255402,4.32934387,11.11598865
MDG,Madagascar,Stillbirth rate,SBR,Total,2021.5,18.36309934,13.71505407,24.66943775
MDV,Maldives,Stillbirth rate,SBR,Total,2021.5,4.819956024,3.911552416,5.908547159
MEX,Mexico,Stillbirth rate,SBR,Total,2021.5,6.612912676,4.867478409,8.975362547
MHL,Marshall Islands,Stillbirth rate,SBR,Total,2021.5,11.30922558,6.719217165,18.73523015
MKD,North Macedonia,Stillbirth rate,SBR,Total,2021.5,3.804522972,2.997818344,4.816918982
MLI,Mali,Stillbirth rate,SBR,Total,2021.5,23.38311106,14.40377465,38.26059578
MLT,Malta,Stillbirth rate,SBR,Total,2021.5,2.941686521,2.350987891,3.680521068
MMR,Myanmar,Stillbirth rate,SBR,Total,2021.5,14.53846182,8.633428437,24.4364912
MNE,Montenegro,Stillbirth rate,SBR,Total,2021.5,3.372951163,2.804457715,4.067615414
MNG,Mongolia,Stillbirth rate,SBR,Total,2021.5,4.39005387,3.850223755,5.017942344
MOZ,Mozambique,Stillbirth rate,SBR,Total,2021.5,17.34061961,13.38323714,22.56612054
MRT,Mauritania,Stillbirth rate,SBR,Total,2021.5,16.71076589,12.04841716,23.15698025
MUS,Mauritius,Stillbirth rate,SBR,Total,2021.5,10.33838244,9.260526986,11.59361906
MWI,Malawi,Stillbirth rate,SBR,Total,2021.5,16.05749632,13.2086308,19.43444509
MYS,Malaysia,Stillbirth rate,SBR,Total,2021.5,5.039263537,4.803881379,5.286735417
NAM,Namibia,Stillbirth rate,SBR,Total,2021.5,17.27823898,15.25607214,19.4928045
NER,Niger,Stillbirth rate,SBR,Total,2021.5,21.44468945,14.21015594,32.27821158
NGA,Nigeria,Stillbirth rate,SBR,Total,2021.5,22.4914632,13.72520168,36.7079454
NIC,Nicaragua,Stillbirth rate,SBR,Total,2021.5,9.828936996,6.463001833,15.03049677
NIU,Niue,Stillbirth rate,SBR,Total,2021.5,10.00236396,6.020204572,16.65775595
NLD,Netherlands,Stillbirth rate,SBR,Total,2021.5,2.22277653,1.962211464,2.524189164
NOR,Norway,Stillbirth rate,SBR,Total,2021.5,2.089928806,1.852485934,2.354779371
NPL,Nepal,Stillbirth rate,SBR,Total,2021.5,15.72035324,10.77986298,23.00891855
NRU,Nauru,Stillbirth rate,SBR,Total,2021.5,11.62600503,6.890445216,19.52028656
NZL,New Zealand,Stillbirth rate,SBR,Total,2021.5,2.614607349,2.109612491,3.219026365
OMN,Oman,Stillbirth rate,SBR,Total,2021.5,5.642698549,4.99724432,6.343427206
PAK,Pakistan,Stillbirth rate,SBR,Total,2021.5,30.91681459,24.59352394,38.81917223
PAN,Panama,Stillbirth rate,SBR,Total,2021.5,7.51172695,4.560936204,12.40100919
PER,Peru,Stillbirth rate,SBR,Total,2021.5,6.631580767,5.082964149,8.640683727
PHL,Philippines,Stillbirth rate,SBR,Total,2021.5,10.16934523,7.139223888,14.52012353
PLW,Palau,Stillbirth rate,SBR,Total,2021.5,7.473453161,4.390942954,12.53299429
PNG,Papua New Guinea,Stillbirth rate,SBR,Total,2021.5,14.79930884,8.71444002,24.82988079
POL,Poland,Stillbirth rate,SBR,Total,2021.5,2.58161048,2.419944563,2.748571787
PRK,Democratic People's Republic of Korea,Stillbirth rate,SBR,Total,2021.5,8.300536234,5.009367175,14.03230486
PRT,Portugal,Stillbirth rate,SBR,Total,2021.5,2.232990787,1.935659883,2.571819814
PRY,Paraguay,Stillbirth rate,SBR,Total,2021.5,10.01532614,6.431411114,15.41485911
PSE,State of Palestine,Stillbirth rate,SBR,Total,2021.5,9.401923966,5.635117041,15.68961593
QAT,Qatar,Stillbirth rate,SBR,Total,2021.5,2.747732075,2.297501966,3.291548063
ROU,Romania,Stillbirth rate,SBR,Total,2021.5,3.394746508,3.16155679,3.643051291
RUS,Russian Federation,Stillbirth rate,SBR,Total,2021.5,3.292031051,2.672929099,4.077382482
RWA,Rwanda,Stillbirth rate,SBR,Total,2021.5,16.74866116,12.60577439,22.03004431
SAU,Saudi Arabia,Stillbirth rate,SBR,Total,2021.5,4.239814808,2.543605469,7.082241351
SDN,Sudan,Stillbirth rate,SBR,Total,2021.5,21.99045779,13.72208709,35.05822848
SEN,Senegal,Stillbirth rate,SBR,Total,2021.5,19.10576571,16.35367703,22.30149649
SGP,Singapore,Stillbirth rate,SBR,Total,2021.5,1.85718968,1.561371509,2.217719685
SLB,Solomon Islands,Stillbirth rate,SBR,Total,2021.5,9.197321965,5.520681918,15.69361679
SLE,Sierra Leone,Stillbirth rate,SBR,Total,2021.5,23.1308283,13.79988162,38.72676748
SLV,El Salvador,Stillbirth rate,SBR,Total,2021.5,8.852826523,5.795474662,13.73265991
SMR,San Marino,Stillbirth rate,SBR,Total,2021.5,1.666851879,1.036601409,2.696182027
SOM,Somalia,Stillbirth rate,SBR,Total,2021.5,28.02513065,17.17990565,46.64936644
SRB,Serbia,Stillbirth rate,SBR,Total,2021.5,4.810692453,4.417443272,5.253021493
SSD,South Sudan,Stillbirth rate,SBR,Total,2021.5,25.84135523,15.70089021,42.28180676
STP,Sao Tome and Principe,Stillbirth rate,SBR,Total,2021.5,8.738146409,5.386257749,14.39786875
SUR,Suriname,Stillbirth rate,SBR,Total,2021.5,10.94175665,6.555034002,18.02052268
SVK,Slovakia,Stillbirth rate,SBR,Total,2021.5,3.08837697,2.780376333,3.433009524
SVN,Slovenia,Stillbirth rate,SBR,Total,2021.5,2.53684564,2.174704597,2.954022433
SWE,Sweden,Stillbirth rate,SBR,Total,2021.5,2.447475704,2.077444973,2.883133379
SWZ,Eswatini,Stillbirth rate,SBR,Total,2021.5,14.23745182,9.300088301,21.81264256
SYC,Seychelles,Stillbirth rate,SBR,Total,2021.5,9.347925714,6.699253516,13.26270355
SYR,Syrian Arab Republic,Stillbirth rate,SBR,Total,2021.5,10.69576526,6.287053217,18.04783959
TCD,Chad,Stillbirth rate,SBR,Total,2021.5,25.27842765,15.33407903,41.63038991
TGO,Togo,Stillbirth rate,SBR,Total,2021.5,20.87259008,12.71547717,34.33641644
THA,Thailand,Stillbirth rate,SBR,Total,2021.5,5.450606045,3.257090509,9.116672877
TJK,Tajikistan,Stillbirth rate,SBR,Total,2021.5,9.1299779,5.446397229,14.98524915
TKM,Turkmenistan,Stillbirth rate,SBR,Total,2021.5,9.463270944,5.653591204,15.75819701
TLS,Timor-Leste,Stillbirth rate,SBR,Total,2021.5,14.37551006,8.62123948,23.80410276
TON,Tonga,Stillbirth rate,SBR,Total,2021.5,6.481374402,3.913825463,10.60457216
TTO,Trinidad and Tobago,Stillbirth rate,SBR,Total,2021.5,8.745633276,6.152452683,12.34167177
TUN,Tunisia,Stillbirth rate,SBR,Total,2021.5,10.51253096,7.545611382,14.54753075
TUR,Türkiye,Stillbirth rate,SBR,Total,2021.5,4.224115267,4.03962992,4.411013166
TUV,Tuvalu,Stillbirth rate,SBR,Total,2021.5,9.254518179,5.640993711,15.50492096
TZA,United Republic of Tanzania,Stillbirth rate,SBR,Total,2021.5,18.27523657,13.1781557,25.57484503
UGA,Uganda,Stillbirth rate,SBR,Total,2021.5,15.09650525,14.11785886,16.25093898
UKR,Ukraine,Stillbirth rate,SBR,Total,2021.5,4.942492659,4.447538793,5.492078167
URY,Uruguay,Stillbirth rate,SBR,Total,2021.5,4.796653542,3.886454795,5.909209609
USA,United States,Stillbirth rate,SBR,Total,2021.5,2.731243948,2.478960804,3.007375296
UZB,Uzbekistan,Stillbirth rate,SBR,Total,2021.5,5.869585936,3.570524133,9.686754899
VCT,Saint Vincent and the Grenadines,Stillbirth rate,SBR,Total,2021.5,11.91477343,8.813967072,16.01906249
VEN,Venezuela (Bolivarian Republic of),Stillbirth rate,SBR,Total,2021.5,10.68903414,6.468836621,18.00831218
VNM,Viet Nam,Stillbirth rate,SBR,Total,2021.5,8.017837837,5.181715613,12.6480107
VUT,Vanuatu,Stillbirth rate,SBR,Total,2021.5,10.59934907,6.339617452,17.77658704
WSM,Samoa,Stillbirth rate,SBR,Total,2021.5,7.616907192,4.488615006,12.75346733
YEM,Yemen,Stillbirth rate,SBR,Total,2021.5,23.41929512,16.33576048,33.61915473
ZAF,South Africa,Stillbirth rate,SBR,Total,2021.5,16.16387821,13.89667987,18.85868169
ZMB,Zambia,Stillbirth rate,SBR,Total,2021.5,14.23290703,13.26130297,15.27124728
ZWE,Zimbabwe,Stillbirth rate,SBR,Total,2021.5,19.47967596,18.02542697,20.89802367
AFG,Afghanistan,Under-five mortality rate,U5MR,Total,2022.5,57.6796842555123,45.5260739505808,74.0720045173518
AGO,Angola,Under-five mortality rate,U5MR,Total,2022.5,66.8737892047372,28.3451153219433,134.267645967714
AIA,Anguilla,Under-five mortality rate,U5MR,Total,2022.5,5.87463230035747,2.93000331476749,12.1158670971046
ALB,Albania,Under-five mortality rate,U5MR,Total,2022.5,9.43802302913605,8.51612307201924,10.437492933522
AND,Andorra,Under-five mortality rate,U5MR,Total,2022.5,2.68771501083322,0.706934599940518,10.5672525172049
ARE,United Arab Emirates,Under-five mortality rate,U5MR,Total,2022.5,5.30539881905432,4.78408083608204,5.89241778784799
ARG,Argentina,Under-five mortality rate,U5MR,Total,2022.5,9.43523922066254,8.30190253655075,10.7104683836584
ARM,Armenia,Under-five mortality rate,U5MR,Total,2022.5,10.2828577180902,8.07632539812201,12.9587724645919
ATG,Antigua and Barbuda,Under-five mortality rate,U5MR,Total,2022.5,9.50429678641125,7.12784648619446,12.6214917169345
AUS,Australia,Under-five mortality rate,U5MR,Total,2022.5,3.75579216278532,3.61878166119776,3.89982173280655
AUT,Austria,Under-five mortality rate,U5MR,Total,2022.5,3.20309146092717,2.96398034782003,3.44496275270521
AZE,Azerbaijan,Under-five mortality rate,U5MR,Total,2022.5,18.0678890051915,10.3074714692709,30.8667259186516
BDI,Burundi,Under-five mortality rate,U5MR,Total,2022.5,50.4931191495577,29.8857028250442,84.1953871499743
BEL,Belgium,Under-five mortality rate,U5MR,Total,2022.5,3.69474116878694,3.4254422982682,3.9710418071486
BEN,Benin,Under-five mortality rate,U5MR,Total,2022.5,80.7756447401346,63.4303058550658,102.135871490692
BFA,Burkina Faso,Under-five mortality rate,U5MR,Total,2022.5,78.7814032398074,52.3178413283417,119.494122125212
BGD,Bangladesh,Under-five mortality rate,U5MR,Total,2022.5,28.7751573610411,27.5483313034529,30.0792023381811
BGR,Bulgaria,Under-five mortality rate,U5MR,Total,2022.5,6.0985084083455,5.72027311357958,6.52750155351596
BHR,Bahrain,Under-five mortality rate,U5MR,Total,2022.5,6.51869240133236,5.36927888406155,7.85892523198021
BHS,Bahamas,Under-five mortality rate,U5MR,Total,2022.5,12.90709222387,10.7152944279868,15.5269570077344
BIH,Bosnia and Herzegovina,Under-five mortality rate,U5MR,Total,2022.5,6.03144608144763,5.41336961692819,6.74136307317782
BLR,Belarus,Under-five mortality rate,U5MR,Total,2022.5,2.57421889292959,2.13911958776895,3.06731108532998
BLZ,Belize,Under-five mortality rate,U5MR,Total,2022.5,10.9460332761301,9.75552745400017,12.2675800583803
BOL,Bolivia (Plurinational State of),Under-five mortality rate,U5MR,Total,2022.5,23.9109564640727,16.327063440623,35.0282179568794
BRA,Brazil,Under-five mortality rate,U5MR,Total,2022.5,14.0249247271297,12.3463760136456,15.9701377381128
BRB,Barbados,Under-five mortality rate,U5MR,Total,2022.5,10.8713482934,6.94150105522855,17.1264254243262
BRN,Brunei Darussalam,Under-five mortality rate,U5MR,Total,2022.5,9.7420633273694,8.62614834190582,11.0340717163588
BTN,Bhutan,Under-five mortality rate,U5MR,Total,2022.5,23.7138725560707,13.2282319510257,42.5912877000369
BWA,Botswana,Under-five mortality rate,U5MR,Total,2022.5,38.7349935316626,13.9103624394657,112.955496852891
CAF,Central African Republic,Under-five mortality rate,U5MR,Total,2022.5,96.781875128982,74.0089279955608,125.935252591226
CAN,Canada,Under-five mortality rate,U5MR,Total,2022.5,4.94096801747944,4.73240433241535,5.15511148180685
CHE,Switzerland,Under-five mortality rate,U5MR,Total,2022.5,4.0237194036563,3.78449949590879,4.28250919915063
CHL,Chile,Under-five mortality rate,U5MR,Total,2022.5,6.29033957284862,5.00090658866494,7.92627508097397
CHN,China,Under-five mortality rate,U5MR,Total,2022.5,6.59620282370824,5.94997354096502,7.33559181862075
CIV,Côte d'Ivoire,Under-five mortality rate,U5MR,Total,2022.5,69.3736275789806,57.607378647594,83.4155628538377
CMR,Cameroon,Under-five mortality rate,U5MR,Total,2022.5,69.8341493519069,53.6422959751425,91.620636458448
COD,Democratic Republic of the Congo,Under-five mortality rate,U5MR,Total,2022.5,75.5500033086554,44.4971557936392,126.642091531829
COG,Congo,Under-five mortality rate,U5MR,Total,2022.5,41.6453726384306,22.730235744971,77.8270731693904
COK,Cook Islands,Under-five mortality rate,U5MR,Total,2022.5,6.94034709697894,3.72151904946147,12.8519467486071
COL,Colombia,Under-five mortality rate,U5MR,Total,2022.5,12.3721541427423,7.97485033757398,19.2271889476057
COM,Comoros,Under-five mortality rate,U5MR,Total,2022.5,48.1678488074425,34.8751516973075,66.7684913235903
CPV,Cabo Verde,Under-five mortality rate,U5MR,Total,2022.5,12.2868378193769,11.1348268189123,13.516882851519
CRI,Costa Rica,Under-five mortality rate,U5MR,Total,2022.5,7.74841506141795,7.32968113640545,8.19693048924748
CUB,Cuba,Under-five mortality rate,U5MR,Total,2022.5,7.95937763380077,6.73975149640365,9.52508492858113
CYP,Cyprus,Under-five mortality rate,U5MR,Total,2022.5,3.50186127250317,2.77340433128573,4.54027335113796
CZE,Czechia,Under-five mortality rate,U5MR,Total,2022.5,2.63169301940231,2.43856162620263,2.83439279319306
DEU,Germany,Under-five mortality rate,U5MR,Total,2022.5,3.5717538798963,3.4674057400334,3.68110053189053
DJI,Djibouti,Under-five mortality rate,U5MR,Total,2022.5,51.8867881730385,28.3279492028258,94.2499099410369
DMA,Dominica,Under-five mortality rate,U5MR,Total,2022.5,32.2006926028252,30.789075059668,33.7069921852311
DNK,Denmark,Under-five mortality rate,U5MR,Total,2022.5,3.5186121951698,3.25100444705441,3.7967114656336
DOM,Dominican Republic,Under-five mortality rate,U5MR,Total,2022.5,32.3883640665408,23.665267206759,44.4612709502038
DZA,Algeria,Under-five mortality rate,U5MR,Total,2022.5,21.7527510032775,18.6077432876217,25.4818961738776
ECU,Ecuador,Under-five mortality rate,U5MR,Total,2022.5,12.1514398026515,10.9560235645702,13.5023364088531
EGY,Egypt,Under-five mortality rate,U5MR,Total,2022.5,18.0746116757846,11.424224579361,28.5699305712375
ERI,Eritrea,Under-five mortality rate,U5MR,Total,2022.5,36.6134950542982,20.1990197994372,67.1040415108516
ESP,Spain,Under-five mortality rate,U5MR,Total,2022.5,3.00991905126142,2.83307986477617,3.19278489664582
EST,Estonia,Under-five mortality rate,U5MR,Total,2022.5,1.88060596265745,1.49094666168927,2.38715694849893
ETH,Ethiopia,Under-five mortality rate,U5MR,Total,2022.5,46.2222498988438,34.603175010421,61.7582368434693
FIN,Finland,Under-five mortality rate,U5MR,Total,2022.5,2.31196361995713,2.09346195249038,2.55924651194517
FJI,Fiji,Under-five mortality rate,U5MR,Total,2022.5,28.211472609056,24.6222714668094,32.3898365207426
FRA,France,Under-five mortality rate,U5MR,Total,2022.5,4.06852765654266,3.8568491838613,4.27800892942014
FSM,Micronesia (Federated States of),Under-five mortality rate,U5MR,Total,2022.5,24.2116446350486,10.8546930317825,53.4980739908267
GAB,Gabon,Under-five mortality rate,U5MR,Total,2022.5,38.8199173567533,22.5555202965688,65.7563355721776
GBR,United Kingdom,Under-five mortality rate,U5MR,Total,2022.5,4.09423756201985,3.77081800559676,4.42903973545332
GEO,Georgia,Under-five mortality rate,U5MR,Total,2022.5,9.33016617400143,8.08455410213114,10.9089787689307
GHA,Ghana,Under-five mortality rate,U5MR,Total,2022.5,42.344389757403,30.86005740767,58.1474655445652
GIN,Guinea,Under-five mortality rate,U5MR,Total,2022.5,95.9619328752338,75.5655843222861,122.798512989673
GMB,Gambia,Under-five mortality rate,U5MR,Total,2022.5,45.5886004911561,34.5951359699239,60.2422372722311
GNB,Guinea-Bissau,Under-five mortality rate,U5MR,Total,2022.5,71.906833804866,40.6825246162188,120.241601388088
GNQ,Equatorial Guinea,Under-five mortality rate,U5MR,Total,2022.5,73.4216712373122,40.2677239433547,132.942168631145
GRC,Greece,Under-five mortality rate,U5MR,Total,2022.5,3.88954789581807,3.51448897042963,4.30809712184647
GRD,Grenada,Under-five mortality rate,U5MR,Total,2022.5,16.0139309834362,13.141244767031,19.6315710876901
GTM,Guatemala,Under-five mortality rate,U5MR,Total,2022.5,22.0849634329233,15.4428410012536,31.5864134767592
GUY,Guyana,Under-five mortality rate,U5MR,Total,2022.5,26.5507721418752,15.0619127578937,46.4866818422753
HND,Honduras,Under-five mortality rate,U5MR,Total,2022.5,16.0050454766078,11.8821699835997,22.2257783552601
HRV,Croatia,Under-five mortality rate,U5MR,Total,2022.5,4.59763888526318,4.10563589463359,5.15480750174866
