ISO.Code,Country.Name,Indicator,Shortind,Sex,Year,Median,Lower,Upper
MRT,Mauritania,Infant mortality rate,IMR,Total,2022.5,31.3847449823009,24.5976593288862,39.6111193195862
MSR,Montserrat,Infant mortality rate,IMR,Total,2022.5,5.67146199520918,2.12252291239634,15.1648753680246
MUS,Mauritius,Infant mortality rate,IMR,Total,2022.5,13.4065339122435,11.1191690270594,16.1258154263184
MWI,Malawi,Infant mortality rate,IMR,Total,2022.5,30.0927355696892,18.9375311392117,45.5209121921725
MYS,Malaysia,Infant mortality rate,IMR,Total,2022.5,6.70799595384671,6.05633387451584,7.43052758457732
NAM,Namibia,Infant mortality rate,IMR,Total,2022.5,28.6204498396656,15.723383617543,49.2725820218704
NER,Niger,Infant mortality rate,IMR,Total,2022.5,60.2782129555641,51.597641794523,70.8196612160101
NGA,Nigeria,Infant mortality rate,IMR,Total,2022.5,68.5399080141652,51.1530272416218,94.1138619475776
NIC,Nicaragua,Infant mortality rate,IMR,Total,2022.5,13.0836347834816,11.573127545912,15.2322289369141
NIU,Niue,Infant mortality rate,IMR,Total,2022.5,20.9818875104906,9.17505509184928,45.1216146830497
NLD,Netherlands (Kingdom of the),Infant mortality rate,IMR,Total,2022.5,3.37243713921489,3.22734738535073,3.52125855148435
NOR,Norway,Infant mortality rate,IMR,Total,2022.5,1.76356583458037,1.59396541614282,1.94821116657363
NPL,Nepal,Infant mortality rate,IMR,Total,2022.5,22.9598115282267,19.094543273706,27.3745325720504
NRU,Nauru,Infant mortality rate,IMR,Total,2022.5,22.2987704897011,11.4868493069952,40.2283890467998
NZL,New Zealand,Infant mortality rate,IMR,Total,2022.5,3.86076615988233,3.43291083426722,4.35275642580233
OMN,Oman,Infant mortality rate,IMR,Total,2022.5,9.03197812719766,8.12685257826331,10.0222246166712
PAK,Pakistan,Infant mortality rate,IMR,Total,2022.5,51.0106307826768,40.3996269999582,63.5230940187126
PAN,Panama,Infant mortality rate,IMR,Total,2022.5,11.4157812976854,10.7278172583873,12.102289543406
PER,Peru,Infant mortality rate,IMR,Total,2022.5,11.7009480660366,9.20954659239467,15.3802209622917
PHL,Philippines,Infant mortality rate,IMR,Total,2022.5,21.7992203755177,17.1469102426319,27.5478349733356
PLW,Palau,Infant mortality rate,IMR,Total,2022.5,22.1009864132209,11.9479617251998,36.6594382814407
PNG,Papua New Guinea,Infant mortality rate,IMR,Total,2022.5,33.408659985669,22.9351458164064,48.3854118464622
POL,Poland,Infant mortality rate,IMR,Total,2022.5,3.79323961870072,3.65489175228902,3.9376204918495
PRK,Democratic People's Republic of Korea,Infant mortality rate,IMR,Total,2022.5,13.56696,10.6246652262879,17.3705669337651
PRT,Portugal,Infant mortality rate,IMR,Total,2022.5,2.58081477119713,2.39709769546071,2.77915073920171
PRY,Paraguay,Infant mortality rate,IMR,Total,2022.5,14.9831013159081,7.20993252087025,30.4698751276143
PSE,State of Palestine,Infant mortality rate,IMR,Total,2022.5,12.3379925743554,8.67400731639844,17.3877555375453
QAT,Qatar,Infant mortality rate,IMR,Total,2022.5,4.48478253376694,4.02192835487695,5.00006281688722
RKS,Kosovo (UNSCR 1244),Infant mortality rate,IMR,Total,2022.5,8.65833076317959,7.27642566757237,10.2670922912402
ROU,Romania,Infant mortality rate,IMR,Total,2022.5,5.52161266644552,5.27562663925753,5.78461711033164
RUS,Russian Federation,Infant mortality rate,IMR,Total,2022.5,3.82505450689979,3.53277707543641,4.13573088805672
RWA,Rwanda,Infant mortality rate,IMR,Total,2022.5,28.7535618424769,17.7547624458056,44.9789457967398
SAU,Saudi Arabia,Infant mortality rate,IMR,Total,2022.5,5.4985147431966,3.94526685870955,7.83425365928715
SDN,Sudan,Infant mortality rate,IMR,Total,2022.5,37.0278450367042,26.5205711894168,51.8094879522502
SEN,Senegal,Infant mortality rate,IMR,Total,2022.5,28.2277110961459,22.2710240436746,35.3987109235142
SGP,Singapore,Infant mortality rate,IMR,Total,2022.5,1.79031453595055,1.56775191775798,2.04693004693264
SLB,Solomon Islands,Infant mortality rate,IMR,Total,2022.5,15.6766114034836,9.51397898204365,24.9063341955914
SLE,Sierra Leone,Infant mortality rate,IMR,Total,2022.5,75.9710693670628,62.9816073938094,90.4864031236501
SLV,El Salvador,Infant mortality rate,IMR,Total,2022.5,10.2142457694776,5.9227821101929,17.663639968012
SMR,San Marino,Infant mortality rate,IMR,Total,2022.5,1.31716047461428,0.640812299103203,2.78352985847761
SOM,Somalia,Infant mortality rate,IMR,Total,2022.5,67.9529781549932,35.760853827239,138.889285079738
SRB,Serbia,Infant mortality rate,IMR,Total,2022.5,4.37203987068806,4.04637363965092,4.72400737621051
SSD,South Sudan,Infant mortality rate,IMR,Total,2022.5,63.8026988337265,24.9141953452153,140.737228876679
STP,Sao Tome and Principe,Infant mortality rate,IMR,Total,2022.5,11.3474505575739,6.36082926404319,20.767190641539
SUR,Suriname,Infant mortality rate,IMR,Total,2022.5,14.8386287010661,9.25672568076132,23.9572349026965
SVK,Slovakia,Infant mortality rate,IMR,Total,2022.5,4.88730476554145,4.58800215504685,5.21474432824694
SVN,Slovenia,Infant mortality rate,IMR,Total,2022.5,1.87079217336651,1.62119838395394,2.2065097934306
SWE,Sweden,Infant mortality rate,IMR,Total,2022.5,2.02643797683887,1.88706435696046,2.17389845203284
SWZ,Eswatini,Infant mortality rate,IMR,Total,2022.5,39.6821941159325,25.0376854595385,61.9964605758855
SYC,Seychelles,Infant mortality rate,IMR,Total,2022.5,12.492703400731,9.88803552416125,15.7093411434324
SYR,Syrian Arab Republic,Infant mortality rate,IMR,Total,2022.5,17.8322979463324,9.05932109751408,25.1175122574619
TCA,Turks and Caicos Islands,Infant mortality rate,IMR,Total,2022.5,4.06978107063546,1.32581382324194,11.4229698318632
TCD,Chad,Infant mortality rate,IMR,Total,2022.5,64.1238277534939,48.5559477526538,85.0843386584119
TGO,Togo,Infant mortality rate,IMR,Total,2022.5,42.0886238164284,32.6215721492941,54.2413217373185
THA,Thailand,Infant mortality rate,IMR,Total,2022.5,6.95840217344489,3.65596072825282,13.1796294563241
TJK,Tajikistan,Infant mortality rate,IMR,Total,2022.5,26.7346890396819,15.5914987898723,46.795453348007
TKM,Turkmenistan,Infant mortality rate,IMR,Total,2022.5,35.0098441074746,22.8688254073842,53.1502832589734
TLS,Timor-Leste,Infant mortality rate,IMR,Total,2022.5,41.5231173260898,27.4605809897451,61.6631369633816
TON,Tonga,Infant mortality rate,IMR,Total,2022.5,9.39153329093856,4.94887585931568,16.7465271487649
TTO,Trinidad and Tobago,Infant mortality rate,IMR,Total,2022.5,13.7947634389725,5.55082708837034,33.6658403519793
TUN,Tunisia,Infant mortality rate,IMR,Total,2022.5,9.85375928247133,9.07185959039097,10.7034930860808
TUR,Türkiye,Infant mortality rate,IMR,Total,2022.5,8.25338329199388,7.24011657238812,9.51193719629223
TUV,Tuvalu,Infant mortality rate,IMR,Total,2022.5,17.4004788143948,9.47245434282538,29.7015561829262
TZA,United Republic of Tanzania,Infant mortality rate,IMR,Total,2022.5,30.047958287618,25.0100355450315,35.7193486374353
UGA,Uganda,Infant mortality rate,IMR,Total,2022.5,30.1523797320471,21.432090476316,41.0379153260285
UKR,Ukraine,Infant mortality rate,IMR,Total,2022.5,6.98995415341943,6.54251326913124,7.55231424808274
URY,Uruguay,Infant mortality rate,IMR,Total,2022.5,5.58263010022233,5.19557119365134,5.99354639088481
USA,United States,Infant mortality rate,IMR,Total,2022.5,5.35275495720295,5.14113739587657,5.57105968637168
UZB,Uzbekistan,Infant mortality rate,IMR,Total,2022.5,11.9091365259864,10.716312536517,13.5841505347596
VCT,Saint Vincent and the Grenadines,Infant mortality rate,IMR,Total,2022.5,10.0891854012394,7.96732570858061,12.8678459481933
VEN,Venezuela (Bolivarian Republic of),Infant mortality rate,IMR,Total,2022.5,21.1810239333121,14.7195997460769,29.7402938316645
VGB,British Virgin Islands,Infant mortality rate,IMR,Total,2022.5,11.6081819672751,6.39953406904779,21.0704076029396
VNM,Viet Nam,Infant mortality rate,IMR,Total,2022.5,16.221999892104,13.9277694997801,18.9031344921968
VUT,Vanuatu,Infant mortality rate,IMR,Total,2022.5,15.5832085483915,10.2370941353568,23.2237916780691
WSM,Samoa,Infant mortality rate,IMR,Total,2022.5,13.8520766735397,9.36252481819312,20.0694128038784
YEM,Yemen,Infant mortality rate,IMR,Total,2022.5,33.0788487551399,27.3751677766722,39.8029076424313
ZAF,South Africa,Infant mortality rate,IMR,Total,2022.5,27.7096610279874,25.513913734166,30.1584979758096
ZMB,Zambia,Infant mortality rate,IMR,Total,2022.5,38.9577743011415,28.8326096007092,53.4457533634245
ZWE,Zimbabwe,Infant mortality rate,IMR,Total,2022.5,34.6353876095227,24.303144183751,48.5027797012521
AFG,Afghanistan,Neonatal mortality rate,NMR,Total,2022.5,35.4898110817888,27.6416436867623,45.9788518900603
AGO,Angola,Neonatal mortality rate,NMR,Total,2022.5,26.0264329293127,10.634013785453,54.7575776782636
AIA,Anguilla,Neonatal mortality rate,NMR,Total,2022.5,3.08991288532527,1.32477038077335,6.99000365371235
ALB,Albania,Neonatal mortality rate,NMR,Total,2022.5,6.96381418932625,6.04488505598465,7.90825240719431
AND,Andorra,Neonatal mortality rate,NMR,Total,2022.5,1.33630072525661,0.324866601943474,5.4592643767254
ARE,United Arab Emirates,Neonatal mortality rate,NMR,Total,2022.5,2.61185101972087,2.26037809689399,2.97976344562574
ARG,Argentina,Neonatal mortality rate,NMR,Total,2022.5,5.72785082943576,4.97481323429694,6.55997983158297
ARM,Armenia,Neonatal mortality rate,NMR,Total,2022.5,5.34872789530508,3.6585100982171,7.47543469791428
ATG,Antigua and Barbuda,Neonatal mortality rate,NMR,Total,2022.5,5.34889013706109,3.82308522370307,7.41305834664899
AUS,Australia,Neonatal mortality rate,NMR,Total,2022.5,2.3443185680979,2.17478242347852,2.46020666306391
AUT,Austria,Neonatal mortality rate,NMR,Total,2022.5,2.03736127064803,1.84026973917931,2.21976262134951
AZE,Azerbaijan,Neonatal mortality rate,NMR,Total,2022.5,9.08445516054325,4.85697117885577,16.4238746960443
BDI,Burundi,Neonatal mortality rate,NMR,Total,2022.5,19.8453822211347,11.5878979563878,34.1870238302112
BEL,Belgium,Neonatal mortality rate,NMR,Total,2022.5,2.20214024463512,1.94766836240849,2.45677683516664
BEN,Benin,Neonatal mortality rate,NMR,Total,2022.5,28.6389844718729,21.7134682189915,37.5568418164465
BFA,Burkina Faso,Neonatal mortality rate,NMR,Total,2022.5,24.6434823752664,14.4801096959883,40.6665592610764
BGD,Bangladesh,Neonatal mortality rate,NMR,Total,2022.5,17.3581070821388,15.8803686121615,18.5788690644071
BGR,Bulgaria,Neonatal mortality rate,NMR,Total,2022.5,2.69640608390255,2.39048976923659,2.95963283886431
BHR,Bahrain,Neonatal mortality rate,NMR,Total,2022.5,2.765487458603,2.03419248042653,3.70529001051444
BHS,Bahamas,Neonatal mortality rate,NMR,Total,2022.5,7.68617901590227,5.94316567001162,9.68074356333345
BIH,Bosnia and Herzegovina,Neonatal mortality rate,NMR,Total,2022.5,4.36197168141235,3.85562513663421,4.92497816145262
BLR,Belarus,Neonatal mortality rate,NMR,Total,2022.5,0.812464612752517,0.487245551840433,1.21516289936896
BLZ,Belize,Neonatal mortality rate,NMR,Total,2022.5,8.42983165159465,7.40445054363315,9.56126943469018
BOL,Bolivia (Plurinational State of),Neonatal mortality rate,NMR,Total,2022.5,12.6607995150846,8.33539355840378,19.2944372850449
BRA,Brazil,Neonatal mortality rate,NMR,Total,2022.5,8.56735886538472,7.43482098354029,9.83805218848579
BRB,Barbados,Neonatal mortality rate,NMR,Total,2022.5,7.12263365972067,4.4035077865843,11.5195287404249
BRN,Brunei Darussalam,Neonatal mortality rate,NMR,Total,2022.5,5.03905964645786,4.25435660259495,5.90881181096135
BTN,Bhutan,Neonatal mortality rate,NMR,Total,2022.5,12.9478884327389,6.56493296076685,24.9204305103337
BWA,Botswana,Neonatal mortality rate,NMR,Total,2022.5,19.8034774951139,6.81138285352664,58.7820917882116
CAF,Central African Republic,Neonatal mortality rate,NMR,Total,2022.5,31.7216391117448,22.4439694996345,44.294654537634
CAN,Canada,Neonatal mortality rate,NMR,Total,2022.5,3.3302290869838,3.09985977849874,3.52096638652383
CHE,Switzerland,Neonatal mortality rate,NMR,Total,2022.5,2.88137030496529,2.6596586278148,3.10138414137509
CHL,Chile,Neonatal mortality rate,NMR,Total,2022.5,4.08348102236217,3.05200455662904,5.35688784903568
CHN,China,Neonatal mortality rate,NMR,Total,2022.5,2.99752795952752,2.56644260741598,3.46342403871756
CIV,Côte d'Ivoire,Neonatal mortality rate,NMR,Total,2022.5,28.6738552762706,22.8250883297866,36.0327961944337
CMR,Cameroon,Neonatal mortality rate,NMR,Total,2022.5,26.2498911338086,19.0881763183587,35.762007325636
COD,Democratic Republic of the Congo,Neonatal mortality rate,NMR,Total,2022.5,25.7438220376486,14.1791788447397,45.6505680900158
COG,Congo,Neonatal mortality rate,NMR,Total,2022.5,18.077115779882,9.53764420699129,34.1384329005174
COK,Cook Islands,Neonatal mortality rate,NMR,Total,2022.5,3.64420226048575,1.62997931310481,7.579129134172
COL,Colombia,Neonatal mortality rate,NMR,Total,2022.5,6.68979787536884,4.22186946423123,10.6266694774006
COM,Comoros,Neonatal mortality rate,NMR,Total,2022.5,25.390408896562,11.8494429388309,41.3825950045372
CPV,Cabo Verde,Neonatal mortality rate,NMR,Total,2022.5,8.71531881078159,7.71042635763797,9.79578574589504
CRI,Costa Rica,Neonatal mortality rate,NMR,Total,2022.5,6.8806425310199,6.46390157990353,7.31122980647573
CUB,Cuba,Neonatal mortality rate,NMR,Total,2022.5,3.97285430001493,3.30123105854605,4.80421361130801
CYP,Cyprus,Neonatal mortality rate,NMR,Total,2022.5,1.96306280204705,1.46836174263117,2.62597730040303
CZE,Czechia,Neonatal mortality rate,NMR,Total,2022.5,1.29227868897842,1.14124350880337,1.43495699418251
DEU,Germany,Neonatal mortality rate,NMR,Total,2022.5,2.20919230312546,2.05283180013145,2.30294329022167
DJI,Djibouti,Neonatal mortality rate,NMR,Total,2022.5,28.484969059075,14.9582053162347,53.8668195125238
DMA,Dominica,Neonatal mortality rate,NMR,Total,2022.5,25.6574209116863,23.4603172872252,27.6811940852304
DNK,Denmark,Neonatal mortality rate,NMR,Total,2022.5,1.8995980323141,1.57689462185144,2.18940372889595
DOM,Dominican Republic,Neonatal mortality rate,NMR,Total,2022.5,22.3680216081791,16.0306958208644,31.3188734251148
DZA,Algeria,Neonatal mortality rate,NMR,Total,2022.5,15.1584643215173,12.8879826925476,17.8558811777394
ECU,Ecuador,Neonatal mortality rate,NMR,Total,2022.5,6.53485999272648,5.64795728204251,7.47115826223394
EGY,Egypt,Neonatal mortality rate,NMR,Total,2022.5,9.48406162706817,5.87275497023547,15.1904989613861
ERI,Eritrea,Neonatal mortality rate,NMR,Total,2022.5,16.8768658230472,8.88835059437956,32.1525723626408
ESP,Spain,Neonatal mortality rate,NMR,Total,2022.5,1.72230395054235,1.55673843715034,1.87672386737407
EST,Estonia,Neonatal mortality rate,NMR,Total,2022.5,0.82976110588762,0.598838829555659,1.13479947124996
ETH,Ethiopia,Neonatal mortality rate,NMR,Total,2022.5,27.1344210800127,20.0442802996291,36.8271689805604
FIN,Finland,Neonatal mortality rate,NMR,Total,2022.5,1.34505751872822,1.17990981350066,1.52026924849859
FJI,Fiji,Neonatal mortality rate,NMR,Total,2022.5,13.906381699954,11.1890791209438,16.86697507981
FRA,France,Neonatal mortality rate,NMR,Total,2022.5,2.54363601039714,2.32045147761975,2.74138251956484
FSM,Micronesia (Federated States of),Neonatal mortality rate,NMR,Total,2022.5,12.626664509367,5.02373609958153,31.0927488512401
GAB,Gabon,Neonatal mortality rate,NMR,Total,2022.5,18.3291817047822,10.3261443017222,31.9015885238882
GBR,United Kingdom,Neonatal mortality rate,NMR,Total,2022.5,2.72930896359803,2.45526006693537,2.99171924838413
GEO,Georgia,Neonatal mortality rate,NMR,Total,2022.5,5.3398102565056,4.48483084563215,6.35153656648233
GHA,Ghana,Neonatal mortality rate,NMR,Total,2022.5,21.0528483651895,15.2174033026899,29.4075534072952
GIN,Guinea,Neonatal mortality rate,NMR,Total,2022.5,31.000171161666,21.852247308744,43.2735083407228
GMB,Gambia,Neonatal mortality rate,NMR,Total,2022.5,24.4267031618868,17.7679332258157,33.2146087629976
GNB,Guinea-Bissau,Neonatal mortality rate,NMR,Total,2022.5,33.5863199885208,18.3234710520177,58.6176186047112
GNQ,Equatorial Guinea,Neonatal mortality rate,NMR,Total,2022.5,27.8720819454693,12.5387004380791,56.0491103415581
GRC,Greece,Neonatal mortality rate,NMR,Total,2022.5,2.33803175500934,1.98496212666964,2.70083437289359
GRD,Grenada,Neonatal mortality rate,NMR,Total,2022.5,10.1249299252455,7.96982916608953,12.7669637547006
GTM,Guatemala,Neonatal mortality rate,NMR,Total,2022.5,10.2817082447994,6.88570580106878,15.25333292029
GUY,Guyana,Neonatal mortality rate,NMR,Total,2022.5,16.0804810758452,8.78089803293464,28.8515274123838
HND,Honduras,Neonatal mortality rate,NMR,Total,2022.5,9.08962459458007,6.47223657058592,12.9884940603605
HRV,Croatia,Neonatal mortality rate,NMR,Total,2022.5,2.65911170216071,2.21151866486204,3.1152828834618
HTI,Haiti,Neonatal mortality rate,NMR,Total,2022.5,23.938494567648,15.1667235368413,37.7546368430926
HUN,Hungary,Neonatal mortality rate,NMR,Total,2022.5,2.21491366354866,1.99218582258347,2.43383579084048
IDN,Indonesia,Neonatal mortality rate,NMR,Total,2022.5,10.7477877686935,8.01408225572504,14.5893983395825
IND,India,Neonatal mortality rate,NMR,Total,2022.5,18.1265337122532,15.8149161386419,20.6373985648522
IRL,Ireland,Neonatal mortality rate,NMR,Total,2022.5,2.05965888475032,1.6899774637226,2.50214371403036
IRN,Iran (Islamic Republic of),Neonatal mortality rate,NMR,Total,2022.5,7.61793155381635,3.78660535930044,14.7649373946514
IRQ,Iraq,Neonatal mortality rate,NMR,Total,2022.5,13.439675128143,9.35245358379114,18.8651248197877
ISL,Iceland,Neonatal mortality rate,NMR,Total,2022.5,1.32396488127327,0.980984435158042,1.76757747356613
ISR,Israel,Neonatal mortality rate,NMR,Total,2022.5,1.76139613462348,1.59697183612242,1.88781860706365
ITA,Italy,Neonatal mortality rate,NMR,Total,2022.5,1.57391450403271,1.42415805000818,1.70460883639994
JAM,Jamaica,Neonatal mortality rate,NMR,Total,2022.5,14.0422518360994,12.4797597950689,15.6711319678446
JOR,Jordan,Neonatal mortality rate,NMR,Total,2022.5,8.24942532842267,5.46072319990586,12.5965364151618
JPN,Japan,Neonatal mortality rate,NMR,Total,2022.5,0.790893353395731,0.697463574399518,0.837178797168705
KAZ,Kazakhstan,Neonatal mortality rate,NMR,Total,2022.5,4.69255670447484,4.2154122777512,5.04778492372877
KEN,Kenya,Neonatal mortality rate,NMR,Total,2022.5,20.4021682370879,16.7548079333774,24.7854458995972
KGZ,Kyrgyzstan,Neonatal mortality rate,NMR,Total,2022.5,11.7531764272598,9.10357943668196,14.0674971885027
KHM,Cambodia,Neonatal mortality rate,NMR,Total,2022.5,12.1769505294039,5.6392751176899,25.806214330528
KIR,Kiribati,Neonatal mortality rate,NMR,Total,2022.5,22.8473507816702,12.297071344651,39.2924635870569
KNA,Saint Kitts and Nevis,Neonatal mortality rate,NMR,Total,2022.5,10.2540452374633,6.44670340720811,16.2917897969368
KOR,Republic of Korea,Neonatal mortality rate,NMR,Total,2022.5,1.32707265625337,1.16074517163589,1.49856641797268
KWT,Kuwait,Neonatal mortality rate,NMR,Total,2022.5,4.75864284152293,3.97246169990597,5.59994328325739
LAO,Lao People's Democratic Republic,Neonatal mortality rate,NMR,Total,2022.5,20.2845303896952,13.2299953756256,30.1112132969979
LBN,Lebanon,Neonatal mortality rate,NMR,Total,2022.5,10.3913654702556,9.07322022510519,11.8158399527263
LBR,Liberia,Neonatal mortality rate,NMR,Total,2022.5,29.896374942554,20.3340822284516,44.5528366931291
LBY,Libya,Neonatal mortality rate,NMR,Total,2022.5,5.4677185956716,2.86236670834369,10.2194751769688
LCA,Saint Lucia,Neonatal mortality rate,NMR,Total,2022.5,11.1483867410338,9.21767783606059,13.3740625601228
LKA,Sri Lanka,Neonatal mortality rate,NMR,Total,2022.5,3.6727063452252,2.54385913274384,5.21924049694492
LSO,Lesotho,Neonatal mortality rate,NMR,Total,2022.5,35.3071313286494,23.1530115694465,53.7373199575893
LTU,Lithuania,Neonatal mortality rate,NMR,Total,2022.5,2.02495654071368,1.6763491982069,2.4393291392084
LUX,Luxembourg,Neonatal mortality rate,NMR,Total,2022.5,1.68769738855493,1.26524868160996,2.25388939484337
LVA,Latvia,Neonatal mortality rate,NMR,Total,2022.5,1.6295952954471,1.31356776619235,1.97814728377401
MAR,Morocco,Neonatal mortality rate,NMR,Total,2022.5,10.5593763720994,7.04379986854183,15.6003411471844
MCO,Monaco,Neonatal mortality rate,NMR,Total,2022.5,1.49565015137833,0.747728703440719,2.74505008581308
MDA,Republic of Moldova,Neonatal mortality rate,NMR,Total,2022.5,10.4841449138796,7.57040394729054,14.5854954144309
MDG,Madagascar,Neonatal mortality rate,NMR,Total,2022.5,23.9742275320267,18.8969141160857,30.4792237715731
MDV,Maldives,Neonatal mortality rate,NMR,Total,2022.5,3.74150627615647,2.87238905371013,4.8574549670671
MEX,Mexico,Neonatal mortality rate,NMR,Total,2022.5,7.80619179058328,6.12774088170765,9.78640157961108
MHL,Marshall Islands,Neonatal mortality rate,NMR,Total,2022.5,13.2862804790631,6.74761810500045,25.4071561341366
MKD,North Macedonia,Neonatal mortality rate,NMR,Total,2022.5,2.20583059370965,1.7883093897135,2.68177766151698
MLI,Mali,Neonatal mortality rate,NMR,Total,2022.5,32.7116060151183,23.4789256998345,45.2403513473526
MLT,Malta,Neonatal mortality rate,NMR,Total,2022.5,3.73718576749285,3.08151992827371,4.52818140466201
MMR,Myanmar,Neonatal mortality rate,NMR,Total,2022.5,21.0507046316077,12.2701598992265,33.6967793838241
MNE,Montenegro,Neonatal mortality rate,NMR,Total,2022.5,1.03339889766549,0.690751889396117,1.44486402377706
MNG,Mongolia,Neonatal mortality rate,NMR,Total,2022.5,7.50430375825289,6.82596290024462,8.07566896870136
MOZ,Mozambique,Neonatal mortality rate,NMR,Total,2022.5,25.6985155298727,15.8069049663669,42.4192165517757
MRT,Mauritania,Neonatal mortality rate,NMR,Total,2022.5,22.0467474739851,16.0045300968341,30.4462744183209
MSR,Montserrat,Neonatal mortality rate,NMR,Total,2022.5,3.4713286206163,1.17867643670853,10.0268741792119
MUS,Mauritius,Neonatal mortality rate,NMR,Total,2022.5,9.53079052851834,7.76964297383814,11.6372108597062
MWI,Malawi,Neonatal mortality rate,NMR,Total,2022.5,18.6612787275456,11.0295525942357,31.4719283523007
MYS,Malaysia,Neonatal mortality rate,NMR,Total,2022.5,4.36555940133323,3.77704077535549,4.99853802561779
NAM,Namibia,Neonatal mortality rate,NMR,Total,2022.5,18.6653981665179,9.45211628262487,37.9233018161855
NER,Niger,Neonatal mortality rate,NMR,Total,2022.5,34.3978172047414,25.6993724268942,46.4725154009974
NGA,Nigeria,Neonatal mortality rate,NMR,Total,2022.5,34.3244415654989,23.7199286673737,50.7168380264937
NIC,Nicaragua,Neonatal mortality rate,NMR,Total,2022.5,9.64324417858319,8.39953134740141,11.312369376732
NIU,Niue,Neonatal mortality rate,NMR,Total,2022.5,13.0305238664556,4.87582083135238,33.2896839516692
NLD,Netherlands (Kingdom of the),Neonatal mortality rate,NMR,Total,2022.5,2.55309943099982,2.37263558670729,2.70503432260196
NOR,Norway,Neonatal mortality rate,NMR,Total,2022.5,1.29180588012675,1.13644058600664,1.46499970321259
NPL,Nepal,Neonatal mortality rate,NMR,Total,2022.5,16.9983743158788,13.780367631896,20.7363439886958
NRU,Nauru,Neonatal mortality rate,NMR,Total,2022.5,16.9508624703257,7.71896887727184,34.2262309165771
NZL,New Zealand,Neonatal mortality rate,NMR,Total,2022.5,2.48901633520785,1.88570154248866,3.12240500225132
OMN,Oman,Neonatal mortality rate,NMR,Total,2022.5,4.65066394532735,3.08282665520847,6.3701410085127
PAK,Pakistan,Neonatal mortality rate,NMR,Total,2022.5,38.7618929224,29.764751545894,49.9242350841315
PAN,Panama,Neonatal mortality rate,NMR,Total,2022.5,7.45481814224836,5.24558546495684,9.49866562675826
PER,Peru,Neonatal mortality rate,NMR,Total,2022.5,7.89731236830374,6.04729108209748,10.559513121322
PHL,Philippines,Neonatal mortality rate,NMR,Total,2022.5,14.2335582871381,10.7459473283614,18.9946160728785
PLW,Palau,Neonatal mortality rate,NMR,Total,2022.5,11.8223993774535,4.87992856219253,22.1089170302651
PNG,Papua New Guinea,Neonatal mortality rate,NMR,Total,2022.5,20.7182691669949,13.2648390536999,32.3949932550654
POL,Poland,Neonatal mortality rate,NMR,Total,2022.5,2.69124019274954,2.4907053835521,2.8236291670883
PRK,Democratic People's Republic of Korea,Neonatal mortality rate,NMR,Total,2022.5,9.14668208456702,5.15015795099405,13.9348823244228
PRT,Portugal,Neonatal mortality rate,NMR,Total,2022.5,1.6244180356923,1.44288212624366,1.79815462409523
PRY,Paraguay,Neonatal mortality rate,NMR,Total,2022.5,9.23690384103529,4.23896356902458,20.3120749090473
PSE,State of Palestine,Neonatal mortality rate,NMR,Total,2022.5,8.92831611785537,6.15600108399669,12.9334150253753
QAT,Qatar,Neonatal mortality rate,NMR,Total,2022.5,2.89622795230107,2.50103957556891,3.32215243289696
RKS,Kosovo (UNSCR 1244),Neonatal mortality rate,NMR,Total,2022.5,7.12880430168026,5.8641040855245,8.6484981787757
ROU,Romania,Neonatal mortality rate,NMR,Total,2022.5,3.3241096734723,2.88870425711699,3.74110529620534
RUS,Russian Federation,Neonatal mortality rate,NMR,Total,2022.5,1.82585342458754,1.46467502843122,2.20459962845545
RWA,Rwanda,Neonatal mortality rate,NMR,Total,2022.5,16.9822908306625,9.81939344808674,30.2348425463977
SAU,Saudi Arabia,Neonatal mortality rate,NMR,Total,2022.5,3.09465263081655,1.84049601722678,4.77659421302053
SDN,Sudan,Neonatal mortality rate,NMR,Total,2022.5,25.735600625663,16.6706145629932,39.4128297660278
SEN,Senegal,Neonatal mortality rate,NMR,Total,2022.5,20.4459435446417,14.6827059690785,28.6941202505652
SGP,Singapore,Neonatal mortality rate,NMR,Total,2022.5,0.93485235866334,0.774161157380258,1.12032421152855
SLB,Solomon Islands,Neonatal mortality rate,NMR,Total,2022.5,7.32642106825296,4.13683475925826,12.5998891848132
SLE,Sierra Leone,Neonatal mortality rate,NMR,Total,2022.5,30.8353202638479,22.9541151583842,41.3332177022334
SLV,El Salvador,Neonatal mortality rate,NMR,Total,2022.5,5.77902214042378,3.22027467853363,10.446275192236
SMR,San Marino,Neonatal mortality rate,NMR,Total,2022.5,0.660649703238479,0.271920545328132,1.53358325401535
SOM,Somalia,Neonatal mortality rate,NMR,Total,2022.5,35.1333518288512,14.1563880648036,87.7726855588946
SRB,Serbia,Neonatal mortality rate,NMR,Total,2022.5,3.16726845380661,2.85905721168818,3.46486403888611
SSD,South Sudan,Neonatal mortality rate,NMR,Total,2022.5,39.4232421850923,10.8328604470766,108.740426166208
STP,Sao Tome and Principe,Neonatal mortality rate,NMR,Total,2022.5,6.9939769085352,3.65662321761182,13.496868587375
SUR,Suriname,Neonatal mortality rate,NMR,Total,2022.5,10.3079052811129,5.53266862385945,18.4115278047272
SVK,Slovakia,Neonatal mortality rate,NMR,Total,2022.5,3.00776250079189,2.70589315491717,3.29295348561283
SVN,Slovenia,Neonatal mortality rate,NMR,Total,2022.5,1.31761634931693,1.10587560447606,1.58834756674006
