ISO.Code,Country.Name,Indicator,Shortind,Sex,Year,Median,Lower,Upper
POL,Poland,Under-five mortality rate,U5MR,Total,2023.5,4.35218164490786,4.20082649590684,4.51335207409347
PRK,Democratic People's Republic of Korea,Under-five mortality rate,U5MR,Total,2023.5,17.99675087348,14.0937581589118,23.0422854963883
PRT,Portugal,Under-five mortality rate,U5MR,Total,2023.5,3.16403166892804,2.94021257781002,3.40158150442008
PRY,Paraguay,Under-five mortality rate,U5MR,Total,2023.5,17.0177118019876,8.14493918071119,36.2638382297013
PSE,State of Palestine,Under-five mortality rate,U5MR,Total,2023.5,26.2808159054503,18.1317685747046,38.409656156386
QAT,Qatar,Under-five mortality rate,U5MR,Total,2023.5,6.01552901049649,5.55017212541754,6.52822565210068
RKS,Kosovo (UNSCR 1244),Under-five mortality rate,U5MR,Total,2023.5,9.10581517438827,7.42319739968998,11.1730323410503
ROU,Romania,Under-five mortality rate,U5MR,Total,2023.5,6.63430813330581,6.32836753074266,6.94549802884275
RUS,Russian Federation,Under-five mortality rate,U5MR,Total,2023.5,4.49785802104388,4.00124088328101,5.04798160291707
RWA,Rwanda,Under-five mortality rate,U5MR,Total,2023.5,40.0146414164451,30.9577612393073,51.6789087172584
SAU,Saudi Arabia,Under-five mortality rate,U5MR,Total,2023.5,6.1579510008593,4.33479222829102,8.90221316088399
SDN,Sudan,Under-five mortality rate,U5MR,Total,2023.5,50.1492409805041,32.5410755394781,76.3169213776428
SEN,Senegal,Under-five mortality rate,U5MR,Total,2023.5,38.5192633385635,31.4606728599419,47.5322408753198
SGP,Singapore,Under-five mortality rate,U5MR,Total,2023.5,2.06903842706337,1.7208965393187,2.47393653694074
SLB,Solomon Islands,Under-five mortality rate,U5MR,Total,2023.5,20.5501185025699,13.8628882992841,30.8929178131137
SLE,Sierra Leone,Under-five mortality rate,U5MR,Total,2023.5,94.2762529650811,73.9307084543668,122.004519855915
SLV,El Salvador,Under-five mortality rate,U5MR,Total,2023.5,10.4303333101628,6.4017580459129,17.6015276489028
SMR,San Marino,Under-five mortality rate,U5MR,Total,2023.5,1.42931008736754,0.666853727709974,3.07949343307872
SOM,Somalia,Under-five mortality rate,U5MR,Total,2023.5,104.01917484829,48.3150567923723,225.933617384635
SRB,Serbia,Under-five mortality rate,U5MR,Total,2023.5,5.23261987728936,4.871165742686,5.61559466423244
SSD,South Sudan,Under-five mortality rate,U5MR,Total,2023.5,98.7284418221133,28.6311268651456,255.741835598988
STP,Sao Tome and Principe,Under-five mortality rate,U5MR,Total,2023.5,13.9416206861425,7.70096411294706,25.5981032556762
SUR,Suriname,Under-five mortality rate,U5MR,Total,2023.5,16.2343023539865,9.838533267673,27.8230012236678
SVK,Slovakia,Under-five mortality rate,U5MR,Total,2023.5,6.07515272590005,5.70370375746498,6.48461095224992
SVN,Slovenia,Under-five mortality rate,U5MR,Total,2023.5,2.24667168062113,1.94617137086226,2.619073438264
SWE,Sweden,Under-five mortality rate,U5MR,Total,2023.5,2.47465228620054,2.30068914703515,2.66185013857404
SWZ,Eswatini,Under-five mortality rate,U5MR,Total,2023.5,45.0093156534859,30.3911397226959,68.1734244153379
SYC,Seychelles,Under-five mortality rate,U5MR,Total,2023.5,14.2543215885711,10.9695250707835,18.4964072681123
SYR,Syrian Arab Republic,Under-five mortality rate,U5MR,Total,2023.5,20.5550970719413,10.0496111720256,31.0821672414176
TCA,Turks and Caicos Islands,Under-five mortality rate,U5MR,Total,2023.5,5.61217914538729,1.78450864272576,16.4841600303872
TCD,Chad,Under-five mortality rate,U5MR,Total,2023.5,101.131521736149,68.3744076921746,148.614715310652
TGO,Togo,Under-five mortality rate,U5MR,Total,2023.5,58.2898159288672,41.5265126001113,81.3343240066754
THA,Thailand,Under-five mortality rate,U5MR,Total,2023.5,9.21389003267474,8.24476125878221,11.5267484296576
TJK,Tajikistan,Under-five mortality rate,U5MR,Total,2023.5,27.3211713922537,20.4870598834651,36.6853987033021
TKM,Turkmenistan,Under-five mortality rate,U5MR,Total,2023.5,39.9547008205057,24.4208590915026,65.2185451807323
TLS,Timor-Leste,Under-five mortality rate,U5MR,Total,2023.5,49.9533703314513,34.8044648212036,73.6626018953316
TON,Tonga,Under-five mortality rate,U5MR,Total,2023.5,9.92969424074175,6.48705682838015,14.9187585979352
TTO,Trinidad and Tobago,Under-five mortality rate,U5MR,Total,2023.5,19.0715797423046,12.299842694134,30.2156811769017
TUN,Tunisia,Under-five mortality rate,U5MR,Total,2023.5,12.9065944023489,12.2540555372433,13.5761717557988
TUR,Türkiye,Under-five mortality rate,U5MR,Total,2023.5,12.7913053610083,10.9927904237257,15.1543637638833
TUV,Tuvalu,Under-five mortality rate,U5MR,Total,2023.5,19.8912572168429,10.5854027957632,36.4346625828616
TZA,United Republic of Tanzania,Under-five mortality rate,U5MR,Total,2023.5,38.8570440842637,30.451465873527,49.0868409983322
UGA,Uganda,Under-five mortality rate,U5MR,Total,2023.5,38.8076763666286,25.2467890611867,58.5343569756966
UKR,Ukraine,Under-five mortality rate,U5MR,Total,2023.5,8.07272037017655,7.32533726518916,9.04016726538272
URY,Uruguay,Under-five mortality rate,U5MR,Total,2023.5,6.66247086496002,6.07475409254474,7.33707200131497
USA,United States,Under-five mortality rate,U5MR,Total,2023.5,6.47895139752497,6.29136611700976,6.67381908171479
UZB,Uzbekistan,Under-five mortality rate,U5MR,Total,2023.5,13.320604397952,12.1408237955958,15.2278738918471
VCT,Saint Vincent and the Grenadines,Under-five mortality rate,U5MR,Total,2023.5,10.6434644244109,8.13662375782633,13.8701507369496
VEN,Venezuela (Bolivarian Republic of),Under-five mortality rate,U5MR,Total,2023.5,24.2573544096757,15.9231475290396,36.9622347664702
VGB,British Virgin Islands,Under-five mortality rate,U5MR,Total,2023.5,12.7320280531334,6.82507099180822,23.4033192663477
VNM,Viet Nam,Under-five mortality rate,U5MR,Total,2023.5,20.0478105296342,16.8134640777783,24.0445348065561
VUT,Vanuatu,Under-five mortality rate,U5MR,Total,2023.5,16.795478297857,11.9074865054807,23.9966311081433
WSM,Samoa,Under-five mortality rate,U5MR,Total,2023.5,15.7030413714612,10.376764872218,23.9336329122967
YEM,Yemen,Under-five mortality rate,U5MR,Total,2023.5,39.2535397452851,31.3233911781456,49.9686322486522
ZAF,South Africa,Under-five mortality rate,U5MR,Total,2023.5,34.6505946265276,30.9865292812325,38.7894910717358
ZMB,Zambia,Under-five mortality rate,U5MR,Total,2023.5,44.7233954500099,35.1249425632917,57.1499283658257
ZWE,Zimbabwe,Under-five mortality rate,U5MR,Total,2023.5,44.2120080727106,27.004488963629,70.5989547597589
AFG,Afghanistan,Infant mortality rate,IMR,Total,2023.5,50.3643978214245,38.4853131194689,65.9630488439451
AGO,Angola,Infant mortality rate,IMR,Total,2023.5,38.2714016296507,16.0351299246297,78.9022536758144
AIA,Anguilla,Infant mortality rate,IMR,Total,2023.5,5.33223670452207,2.61606697983159,10.8599943057651
ALB,Albania,Infant mortality rate,IMR,Total,2023.5,8.31589344309742,7.28974626130181,9.49213139073868
AND,Andorra,Infant mortality rate,IMR,Total,2023.5,2.47735841091882,0.642953870285113,9.69328821334951
ARE,United Arab Emirates,Infant mortality rate,IMR,Total,2023.5,3.96322164589176,3.48181133990248,4.50528252219091
ARG,Argentina,Infant mortality rate,IMR,Total,2023.5,8.1754957925572,7.19567809065566,9.2879440263831
ARM,Armenia,Infant mortality rate,IMR,Total,2023.5,8.8751046504844,7.0952818514413,11.2016343043473
ATG,Antigua and Barbuda,Infant mortality rate,IMR,Total,2023.5,7.30468114067279,5.31809734687254,10.0209176707903
AUS,Australia,Infant mortality rate,IMR,Total,2023.5,3.13619371980333,3.01702099926933,3.25912024978893
AUT,Austria,Infant mortality rate,IMR,Total,2023.5,2.6263181932444,2.43572963855282,2.83238652690211
AZE,Azerbaijan,Infant mortality rate,IMR,Total,2023.5,13.3252219809558,8.76819314318764,20.3980531347604
BDI,Burundi,Infant mortality rate,IMR,Total,2023.5,31.4608241113404,18.3383157041183,53.5691504740357
